(このデータベースでリストした数値は100g の可食部です。),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,分類,食材の名前,英語表記,廃棄率(%),カロリー(kcal),修正カロリー(kcal),水分(g),粗タンパク(g),粗脂肪(g),飽和脂肪酸(g),灰分(g),総炭水化物(g),食物繊維(g),糖質の総量(g),ブドウ糖(g),果糖(g),半乳糖(g),麦芽糖(g),蔗糖(g),乳糖(g),ナトリウム(mg),カリウム(mg),カルシウム(mg),マグネシウム(mg),鉄(mg),亜鉛(mg),リン(mg),銅(ug),ビタミンA総量(I.U.),レチノール活性当量(ug),α-カロテン(ug),β-カロテン(ug),レチノール(ug),α-トコフェロール当量(mg),ビタミンE総量(mg),α-トコフェロール(mg),β-トコフェロール(mg),γ-トコフェロール(mg),δ-トコフェロール(mg),ビタミンB1(mg),ビタミンB2(mg),ナイアシン ((mg),ビタミンB6(mg),ビタミンB12(ug),葉酸(ug),ビタミンC(mg),脂肪酸S総量(%),酪酸(4:0)-成分值(%),己酸(6:0)-成分值(%),辛酸(8:0)-成分值(%),癸酸(10:0)-成分值(%),月桂酸(12:0)-成分值(%),十三酸(13:0)-成分值(%),肉豆蔻酸(14:0)-成分值(%),十五酸(15:0)-成分值(%),棕櫚酸(16:0)-成分值(%),十七酸(17:0)-成分值(%),硬脂酸(18:0)-成分值(%),十九酸(19:0)-成分值(%),花生酸(20:0)-成分值(%),山酸(22:0)-成分值(%),廿四酸(24:0)-成分值(%),脂肪酸M總量-成分值(%),肉豆蔻烯酸(14:1)-成分值(%),棕櫚烯酸(16:1)-成分值(%),油酸(18:1)-成分值(%),鱈烯酸(20:1)-成分值(%),芥子酸(22:1)-成分值(%),脂肪酸P總量-成分值(%),亞麻油酸(18:2)-成分值(%),次亞麻油酸(18:3)-成分值(%),十八碳四烯酸(18:4)-成分值(%),花生油酸(20:4)-成分值(%),廿碳五烯酸(20:5)-成分值(%),廿二碳五烯酸(22:5)-成分值(%),廿二碳六烯酸(22:6)-成分值(%),其他脂肪酸-成分值(%),不飽和脂肪酸(mg),水解胺基酸總量-成分值(mg),天門冬胺酸(Asp)-成分值(mg),酥胺酸(Thr)-成分值(mg),絲胺酸(Ser)-成分值(mg),麩胺酸(Glu)-成分值(mg),脯胺酸(Pro)-成分值(mg),甘胺酸(Gly)-成分值(mg),丙胺酸(Ala)-成分值(mg),胱胺酸(Cys)-成分值(mg),纈胺酸(Val)-成分值(mg),甲硫胺酸(Met)-成分值(mg),異白胺酸(Ile)-成分值(mg),白胺酸(Leu)-成分值(mg),酪胺酸(Tyr)-成分值(mg),苯丙胺酸(Phe)-成分值(mg),離胺酸(Lys)-成分值(mg),組胺酸(His)-成分值(mg),精胺酸(Arg)-成分值(mg),色胺酸(Trp)-成分值(mg),コレステロール.(mg),アルコール(g)
M03403,油脂類,マーガリン（低カロリー）,Margarine: low calorie,,93.9692,93.9692,56,2.508,10.63,2.283,1.2993,29.5627,,,,,,,,,475.93,0.86,1.78,0.71,0.12,1.031,0.2,,0,0,0,0,,5.4888,13.26,4.44,0.64,7.9,0.28,0.002,0,0.13,0,,0,0.02,21.4769,0,0,0.1497,0.0445,0.0494,0,0.0905,0,12.3705,0,6.113,0,0.4925,0.1593,2.0075,39.2235,0,0.0704,38.7861,0.367,0,39.2988,38.6903,0.6085,0,0,0,0,0,,,2250.84,149.74,49.07,79.43,267.93,377.44,777.65,0,0,63.49,7.93,36.84,80.09,0,54.79,90.3,17.59,198.55,0,,
N00101,砂糖・甘味類,砂糖,Cube sugar,,385.4624,385.4624,0.39,,,,0.0073,99.6027,,,,,,,,,1.67,0.314,1.51,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0.02,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N00201,砂糖・甘味類,氷砂糖,Candy sugar; Crysted sugar; Rock sugar,,386.642,386.642,0.085,,,,0.0075,99.9075,,100.41,0.22,0.091,0,0,100.099,0,0.605,0,1.57,0,0,0.134,0.5,,0,0,0,0,,0,0,0,0,0,0,0,0.03,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N00301,砂糖・甘味類,Panela,Brown sugar,,384.6633,384.6633,0.492,,,,0.1118,99.3962,0,100.706,0.076,0,0,0,100.63,0,2.82,60.84,6.31,10.7,0,0.102,0.61,,0,0,0,0,,0,0,0,0,0,0,0,0.03,0,0.0289,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N00401,砂糖・甘味類,黒砂糖,Black sugar; Brown sugar,,365.3783,365.3783,3.345,0.63,0,,1.612,94.413,0,94.925,1.617,1.468,0,0,91.84,0,55.06,453.39,464.29,85.03,,0.26,8.45,,0,0,0,0,,3.188,4.31,2.96,0.31,1.04,0,0,0.18,0.18,0.1993,,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N00501,砂糖・甘味類,麦芽糖,Maltose,,325.3714,325.3714,15.89,,,,0.0347,84.0753,,35.996,2,0,0,33.996,0,0,0,0,0.26,0.044,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N00601,砂糖・甘味類,メープルシロップ,Maples,,257.8415,257.8415,32.98,0.055,0.1,,0.2393,66.6257,,,,,,,,,1.43,148.88,11.32,8.12,0,0.696,0,,0,0,0,0,,0.1264,0.31,0.11,0,0.16,0.04,0,0.02,0.11,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N00701,砂糖・甘味類,ハニー（冬はちみつ）,Honey: winter,,315.2115,315.2115,18.32,0.12,0.11,,0,81.45,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0022,0.04,0,0,0.02,0.02,0,0.05,0,0.0156,0,3.3,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
N00702,砂糖・甘味類,ハニー（春の蜂蜜）,Honey: spring,,308.1604,308.1604,19.99,0.182,0.2,,0,79.628,,61.452,26.702,33.383,0,1.268,0.099,0,,,,,,,,,0,0,0,0,0,0.023,0.05,0.02,0,0.03,0,0,0.08,0,0.0086,0,1.6,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
N00801,砂糖・甘味類,FOS,Fructo-oligo saccharide,,299.793,299.793,22.495,,,,0.0391,77.4659,,68.182,26.443,37.703,0,3.872,0.164,0,0.46,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5.6,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N00901,砂糖・甘味類,果糖,Fructose,,297.4199,297.4199,23.103,,,,0.0443,76.8527,,67.368,6.95,59.222,0,0.885,0.311,0,0,0,0.74,0,0,0.198,0.94,,0,0,0,0,,0,0,0,0,0,0,0,0.05,0,0,,0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N01001,砂糖・甘味類,シュガーメロンレンガ,Wax-gourd sugar,,360.254,359.8967,6.824,,,,0.0871,93.0889,0.1911,96.258,2.845,2.032,0,0.092,91.289,0,17.697,12.28,11.77,4.026,0,0,0.56,,0,0,0,0,,0,0,0,0,0,0,0,0.04,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N01101,砂糖・甘味類,黒糖蜜,,,280.3401,279.9644,27.074,0.231,0,0,0.2557,72.4393,0.2009,58.341,4.948,2.924,,0,50.469,0,2.152,132.531,77.914,20.104,2.155,0,4.979,,18.8426,1.8847,,11.306,,0.016,0.016,0.016,0,0,0,0.003,0.0291,0.0429,0.081,,0.56,0,23.522,0,0,0,0,0,0,0,0,12.4,0,11.122,0,0,0,0,64.345,0,0,59.992,0,4.353,12.132,12.132,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
O00101,嗜好飲料類,ライスミルク（バルク）,,,61.7,60.3,85.1,0.6,0.5,0.1209,0.1,13.7,0.7,,,,,,,,2,13,4,4,0.1,0.1,11,,3.3333,1,0,0,1,0.124,0.16,0.12,0,0.04,0,0,0,0.3,0.03,0.06,0,0,24.17,0,0,0,0,0,0,0.13,0,17.91,0,2.95,0,0.96,1.6,0.62,38.08,0,0.07,37.32,0.66,0.03,37.73,37.6,0.13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,
O00102,嗜好飲料類,棚安定したライスミルク,,,62.3877,61.0393,86.026,1.026,1.4569,0.334,0.1982,11.2929,0.6742,10.015,0,0,,0,10.015,0,20.6795,24.2475,5.0234,7.9969,0.135,0.3945,31.1754,,0,0,0,0,,0.8489,1.044,0.825,0.0065,0.2125,0,0.001,0.0075,0.451,0.0508,,9.7305,0,22.924,0,0,0.0469,0.0065,0.0285,0,0.1149,0,12.5334,0.0475,4.3758,0,1.5158,3.0388,1.2159,39.4667,0,0.029,38.5914,0.8463,0,37.5933,37.3961,0.1972,0,0,0,0,0,0.033,,,,,,,,,,,,,,,,,,,,,,
O00103,嗜好飲料類,玄米シロップ,,,71.148,69.3744,84.7425,1.2805,2.1848,0.4867,0.2015,11.5907,0.8868,8.96,0,0,,0,8.96,0,19.9675,36.228,3.9104,12.9873,0.065,0.2965,23.5911,,0,0,0,0,,1.2363,7.1295,0.763,0.53,2.255,3.5815,0.0025,0.0075,0.7015,0.0667,,7.51,0,22.2765,0,0,0,0,0,0,0.1328,0,13.3963,0,4.1356,0,1.2977,2.2978,1.0163,39.2547,0,0.0368,38.5068,0.7111,0,38.4678,38.2763,0.1915,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
O00104,嗜好飲料類,ラフインディカ米のシロップ,,,68.1714,66.4666,85.505,0.855,2.1378,0.5162,0.1244,11.3778,0.8524,9.282,0,0,,0,9.282,0,28.245,42.497,5.5262,14.6414,0,0.351,23.9371,,0,0,,0,,0.636,8.212,0.422,0.02,1.426,6.344,0.004,0.009,0.725,0.098,,9.06,0,24.148,0,0,0.019,0.036,0.113,0,0.183,0,12.742,0.078,5.016,0,1.646,3.152,1.163,39.782,0,0.083,38.897,0.734,0.068,36.071,35.996,0.075,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
O00105,嗜好飲料類,もち米ペースト,,,50.8888,50.626,88.118,0.76,0.77,0.177,0.1223,10.2297,0.1314,,,,,,,,26.66,20.78,3.34,5.791,0.16,0.061,8.77,,0,0,0,0,,0.1421,0.23,0.13,0.01,0.08,0.01,0,0.01,0.28,0.0332,,6.3,0.63,22.9835,0,0,0,0,0,0,0,0,12.5392,0,4.2045,0,1.6625,3.3588,1.2185,40.1135,0,0.0694,39.2365,0.8076,0,36.9025,36.8122,0.0903,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
O00106,嗜好飲料類,黒もち米ペースト,,,50.0716,49.7316,87.69,0.399,0.24,0.0524,0.0921,11.5789,0.17,,,,,,,,14.19,8.88,4.21,4.09,0.05,0.017,6.37,,0,0,0,0,,0.033,0.06,0.03,0,0.03,0,0.004,0,0.16,0.0072,,2.4,,21.8224,0,0,0,0,0,0,0,0,13.8013,0,2.905,0,1.3349,2.4763,1.3049,42.0591,0,0,41.1727,0.8864,0,36.1181,36.1181,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
O00201,嗜好飲料類,ライスミルクパウダー,Rice milk powder,,444.1132,440.1766,3.616,9.08,12.28,2.5132,0.7057,74.3183,1.9683,,,,,,,,2.58,165.09,9.18,66.01,2.64,1.36,120.85,,,,,,,0,0,0,0,0,0,0.032,0.03,2.526,0.124,,59.9,2.27,20.466,0,0,0,0,0,0,0,0,11.9358,0,3.7394,1.1012,0.6941,2.0324,0.9631,39.1092,0,0.0909,39.0183,0,0,40.4243,38.2888,0.1399,0,0,1.9956,0,0,0,,7911.59,916.14,248.95,355.05,1704.41,355.61,417.93,388.72,212.22,430.1,32.8,317.44,597.85,231,397.4,194.4,206.24,833.75,71.58,,
O00301,嗜好飲料類,オートミール輸液パケット（トリプル）,,,408.7,404.5,3.1,11,7.5,6.771,4.1,74.3,2.1,,,,,,,,313,773,468,88,11.1,1.8,524,,2796.6387,839,0,0,839,11.636,12.05,11.59,0,0.46,0,1.42,4.15,,2.086,1.7,21,50.9,90.28,0,0.51,5.49,4.34,34.73,0,13.81,0,12.7,0.07,18.17,0,0.33,0.07,0.06,6.44,0,0.09,6.35,0,0,3.32,3.1,0.22,0,0,0,0,0,,,10939,769,409,542,2619,1076,285,393,212,584,208,478,933,433,505,634,284,472,103,0,
O00401,嗜好飲料類,ブラウン米ぬか,,,386.9397,381.2143,5.9755,7.8195,3.3229,0.6405,1.4432,81.4389,2.8627,0,0,0,,0,0,0,6.9475,332.516,16.838,91.4822,1.9105,2.5785,270.7441,,0,0,0,0,,0.6261,1.6915,0.52,0.0565,0.804,0.311,0.107,0.056,4.705,0.7379,,48.8495,3.85,19.2765,0,0,0,0,0,0,0.2075,0.0225,15.3455,0.0315,2.532,0,0.4385,0.3065,0.3925,35.765,0,0.1525,35.1825,0.43,0,44.9585,41.1665,3.792,0,0,0,0,0,0,,8098.9705,842.246,293.386,424.645,1623.361,377.4615,389.467,461.58,124.906,464.1365,100.2725,349.3115,699.032,330.6705,409.782,286.2385,217.465,592.231,112.7785,,
O00501,嗜好飲料類,フェイス茶粉末,Seasoned millet mush,,423.0929,417.6485,2.214,7.196,6.9869,2.1882,0.7464,82.8567,2.7222,27.888,0,0,,0,27.888,0,50.566,107.066,15.535,29.1165,0.8225,0.6395,77.8385,,0,0,0,0,0,4.6912,17.405,3.3515,0.237,12.297,1.5195,0.007,0.068,1.1105,0.1897,0,34.4995,3.455,31.3187,0,0,0.024,0.0375,0.2292,0,0.9781,0.077,20.735,0.237,8.6294,0,0.3305,0.041,0,41.6997,0.0735,1.0495,40.2626,0.3141,0,26.7012,26.0879,0.5718,0,0.0415,0,0,0,0.2805,,6619.9429,417.98,209.0325,304.923,1889.277,685.447,236.7655,291.6675,129.6749,327.216,88.7565,257.233,535.865,206.5075,287.937,214.9635,183.177,313.771,39.749,9.179,
O00601,嗜好飲料類,小麦茶,,,17.76,17.76,95.48,,,,0.08,4.44,,,,,,,,,17.96,8.85,0.54,1.13,0.05,0,5.86,,0,0,0,0,,,,,,,,0,0.01,0.08,0.0122,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O00701,嗜好飲料類,ブラックワート,,,51.9318,51.8288,86.977,0.322,0.0078,0.002,0.0498,12.6434,0.0515,10.662,3.295,2.103,,2.832,2.432,0,5.661,24.245,2.328,4.257,0,0,19.188,,0,0,,0,,0,0,0,0,0,0,0.015,0.0619,0.3463,0.02,,24.089,5.517,25.26,0,0,0,0,2.663,0,0,0,11.497,0,11.1,0,0,0,0,62.731,0,0,62.731,0,0,12.009,12.009,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
O00801,嗜好飲料類,オーツミルク,,,43.892,41.7044,89.937,1.029,0.836,0.1689,0.135,8.063,1.0938,3.845,0,0,,3.845,0,0,14.011,31.154,3.645,8.304,0.059,0.131,28.922,,0,0,,0,,0.015,0.048,0.008,0.01,0.03,0,0.04,0.0133,0.286,0.011,,8.644,0,20.205,0,0,0,0,0,0,0.234,0,17.72,0,1.862,0,0.178,0.085,0.126,43.813,0,0.139,42.89,0.784,0,35.981,34.866,1.115,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
O00901,嗜好飲料類,アーモンドティー醸造バッグ,,,399.27,397.91,5.88,3.53,5.15,1.1904,0.74,84.7,0.68,,,,,,,,92.92,64.19,82.87,13.13,0.83,0.49,8.76,,4.5332,0.4534,0,2.72,,0.1553,0.59,0.11,0,0.45,0.03,0.027,0.18,0.17,0,,0,0,23.1142,0,0,0.3513,3.4197,1.8042,0,2.7381,0,10.6792,0,4.0003,0,0.1214,0,0,55.8419,0,0,55.8419,0,0,21.0435,20.7317,0.3118,0,0,0,0,0,0,,3323.6,250.11,122.57,162.64,757.89,293.3,92.11,116.86,80.1,186.24,58.35,139.88,275.63,130.61,147.21,198.74,131.09,180.27,0,,
O01001,嗜好飲料類,ごまペースト注入パケット,Seasame paste ,,458.34,450.02,2.35,9.31,15.38,2.4329,2.29,70.67,4.16,,,,,,,,78.31,210.75,508.86,116.89,8.71,1.99,265.56,,5.3498,0.5351,0,3.21,,0.943,5.38,0.45,0,4.93,0,0.127,0.11,1.93,0.3759,,56,0.96,15.8187,0,0,0,0,0,0,0,0,9.7681,0,5.2866,0,0.5895,0.1217,0.0528,39.4663,0,0.1305,39.1207,0.2151,0,44.7145,44.3547,0.3598,0,0,0,0,0,0,,8511.12,660.78,296.81,408.62,1936.52,469.17,419.64,402.84,324.06,418.53,87.64,317.08,632.33,326.45,425.25,250.6,208.15,814.73,111.92,,
O01101,嗜好飲料類,パパイヤミルク,,,42.4734,41.1636,89.89,1.653,0.5778,0.4013,0.2139,7.6653,0.6549,6.412,2.788,2.79,,0,0,0.834,9.287,109.56,37.963,10.358,0.088,0.169,25.429,,484.2382,54.1421,,273.432,8.561,0.1447,0.216,0.137,0,0.077,0.002,0.024,0.0683,0,0.014,0.202,17.738,0,69.459,9.172,1.254,0.921,2.228,3.013,0,9.622,0.968,28.402,0.671,12.711,0,0,0,0.497,26.97,0.564,2.385,24.021,0,0,3.57,1.786,1.784,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3.85,
O01201,嗜好飲料類,スイカジュース（非ジュース）,,,29.91,29.72,92.502,1.105,0.1188,,0.169,6.1052,0.095,9.948,1.785,3.375,,0,4.788,0,1.201,87.761,3.323,6.647,0.1,0.098,8.386,,670.5115,67.0672,,402.323,,0.021,0.021,0.021,0,0,0,0.026,0.0228,0,0.046,,6.061,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O01301,嗜好飲料類,グアバジュース（非ジュース）,Guava juice,,45.07,44.97,88.7,0.15,0.07,,0.12,10.96,0.05,,,,,,,,24,15,3,2,0.11,0.04,3,,0,0,0,0,,,,,,,,0.0018,0.007,0.08,0.0091,,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O01401,嗜好飲料類,オレンジジュース（非ジュース）,Orange juice,,50.22,50.188,87.4,0.11,0.06,,0.12,12.31,0.016,,,,,,,,22,21,3,3,0.14,0.02,4,,136.1612,13.6193,1.4,81,,,,,,,,0.01,0.006,0.11,0.0014,,,9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O01501,嗜好飲料類,梅ジュース,,,57.7954,57.3576,85.63,0.259,0.163,0,0.1249,13.8231,0.2189,14.15,5.956,6.331,,0,1.863,0,9.639,43.994,6.702,4.349,0.971,0.079,4.157,,0.9133,0.0914,,0.548,,0.007,0.007,0.007,0,0,0,0.005,0.0098,0.1106,0.063,,2.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
O01601,嗜好飲料類,プルーンティー,,,46.4,46.4,88.31,0,,,0.09,11.6,0,,,,,,,,3.41,2.9,7.26,2.97,0.68,0,2.6,,0,0,0,0,,,,,,,,0.006,0.02,0,0.0418,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O01701,嗜好飲料類,ヤンタオジュース（非ジュース）,Star fruit juice,,48.54,48.38,87.5,0.04,0.06,,0.44,11.96,0.08,,,,,,,,149,19,2.3,1,0.11,0.02,9,,1.6666,0.1667,0,1,,,,,,,,0.0009,0.001,0.09,0.0036,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O01801,嗜好飲料類,グレープフルーツジュース（非ジュース）,Grapefruit juice,,41.33,40.35,89.7,0.21,0.21,,0.23,9.65,0.49,,,,,,,,24,51,7,3,0.18,0.08,20,,51.6646,5.1677,0,31,,,,,,,,0,0.01,0.09,0.0032,,,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O01901,嗜好飲料類,パイナップルジュース（非ジュース）,Pineapple juice,,47.61,47.25,88.1,0.26,0.17,,0.21,11.26,0.18,,,,,,,,33,35,9,8,0.19,0.03,21,,9.9996,1.0002,0,6,,,,,,,,0.016,0.022,0.12,0.0175,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O02001,嗜好飲料類,トマトジュース（非ジュース）,Tomato juice,,22.39,21.71,93.8,0.74,0.19,,0.84,4.43,0.34,,,,,,,,98,170,9,13,1.01,0.1,15,,1001.21,100.145,1.5,600,,,,,,,,0.03,0.01,0.31,0.0644,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O02101,嗜好飲料類,レモン汁（非ジュース）,Lemon juice,,32.65,32.5246,92.009,0.789,0.1372,,0,7.0648,0.0627,10.591,3.866,5.989,,0,0.736,0,0.643,14.816,1.673,1.163,0,0.08,1.08,,0,0,,0,,0.025,0.025,0.025,0,0,0,0.005,0.0069,0,0.003,,7.337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O02201,嗜好飲料類,アップルジュース（非ジュース）,Apple juice,16.1,46.96,46.948,88.6,0.06,0.36,,0.11,10.87,0.006,,,,,,,,14,32,13,3,0.22,0.06,4,,0,0,0,0,,,,,,,,0.01,0.03,0.2,0.018,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O02301,嗜好飲料類,ハニーハーブ,,,35.2,35,91,0,0,,0.2,8.8,0.1,,,,,,,,48,15,13,2,0.4,0.1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.01,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
O02401,嗜好飲料類,冬瓜,White gourd drink,,33.04,33.04,91.66,0,,,0.08,8.26,0,,,,,,,,15.75,1.97,3.24,1.13,0.2,0,2.01,,0,0,0,0,,,,,,,,0.01,0.01,0,0.0544,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O02501,嗜好飲料類,ジンジャーティー,Ginger tea,,28.04,28.04,92.89,,,,0.1,7.01,0,,,,,,,,26.17,13.49,1.99,1.6,0.23,0.05,6.6,,0,0,0,0,,,,,,,,0,0.01,0.4,0.002,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O02601,嗜好飲料類,ジンジャーティー醸造バッグ,Instant ginger tea powder,,398.5652,398.5652,0.3,0.3,0.29,0.0671,0.4212,98.6888,0,,,,,,,,13.84,176.5,3.42,9.696,0.76,0.07,11.08,,6.9831,0.6985,0,4.19,,0.2181,0.39,0.2,0,0.18,0.01,0,0.048,0.451,0.0522,,6.8,,23.1402,0,0,0,0,0,0,0,0,22.1283,0,1.0119,0,0,0,0,6.926,0,5.8804,1.0456,0,0,69.9335,22.1862,47.7473,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
O02701,嗜好飲料類,アロエベラジェルドリンク,Aloe drinking,,43.56,43.36,89.03,0,,,0.08,10.89,0.1,,,,,,,,8.33,12.87,5.75,3.29,1.52,0,6.25,,0,0,0,0,,0.008,0.02,0,0.02,0,0,0,0.01,0.53,0,,0,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O02801,嗜好飲料類,ミルク,Soy milk; Bean milk,,55.896,52.7704,87.039,2.8028,1.0884,0.2152,0.3475,8.7223,1.5628,5.117,0,0,,0,5.117,0,35.9128,88.2888,15.2478,12.4748,0.314,0.2313,45.266,,0.8433,0.253,0,0,0.253,0.0754,0.581,0.032,0.0247,0.314,0.2103,0.0408,0.0286,1.6437,0.0243,0.19,16.5307,0.7325,19.773,0,0,0,0,0,0,0.12,0,12.587,0.111,5.893,0,0.401,0.506,0.155,24.74,0,0.086,24.464,0.19,0,55.486,48.055,7.373,0,0.058,0,0,0,0,,2600.8043,259.0885,107.435,132.785,523.4205,202.3455,96.01,103.145,28.9878,129.0795,34.518,117.72,218.292,104.4455,125.533,183.184,74.4565,160.3585,0,0,
O02802,嗜好飲料類,牛乳（無糖）,,,34.987,32.4456,93.32,3.637,1.945,0.4146,0.3645,0.7335,1.2707,0.354,0,0,,0,0.354,0,2.223,141.425,14.194,22.922,0.378,0.324,68.001,,0,0,,0,,0.1053,1.018,0.029,0.047,0.534,0.408,0.09,0.0315,0.1446,0.039,,13.319,0,21.314,0,0,0,0,0,0,0.124,0,12.642,0.112,7.376,0,0.464,0.433,0.163,19.68,0,0.083,19.422,0.175,0,59.004,50.454,8.55,0,0,0,0,0,0,,2991.983,350.483,115.869,150.209,611.85,163.176,129.692,130.912,34.388,132.245,34.131,129.881,224.098,115.833,151.226,195.061,97.62,225.309,0,,
O02803,嗜好飲料類,卵、牛乳,Soy milk: egg flavor,,55.66,55.18,87.37,1.85,1.26,0.2134,0.29,9.23,0.24,,,,,,,,23.68,93.78,4.82,11.61,0.39,0.19,20.05,,0,0,0,0,0,0.1885,0.94,0.12,0.03,0.54,0.25,0.03,0.03,0.12,0.0235,0,8,0,16.94,0,0,0,0,0.03,0,0.17,0,11.31,0.11,4.47,0,0.34,0.39,0.12,20.77,0,0.11,20.52,0.14,0,62.29,54.39,7.9,0,0,0,0,0,,,1852.58,220.89,70.8,94.47,370.69,99.86,79.21,78.64,34.73,81.16,18.2,80.79,139.12,67.37,93.72,117.28,49.37,156.28,0,0,
O02901,嗜好飲料類,塩味の豆乳,Soy(bean) milk: salted,,37,36.8,92,3.5,1.8,0.3501,1,1.7,0.1,,,,,,,,198,153,20,21,0.6,0.3,56,,3.3333,1,0,0,1,0.2011,1.21,0.11,0.03,0.76,0.31,0.07,0.05,0.2,0.063,0.05,10,0,19.45,,,,,,,0.16,,14.74,,4.16,,0.29,,0.1,21.79,,0.13,21.51,0.15,,58.76,52.14,6.62,,,,,,,,2578,278,95,126,519,145,108,111,85,104,27,102,182,96,125,157,66,206,46,2.3,
O03001,嗜好飲料類,黒豆乳,Black soy(bean) milk,,39.2844,39.1116,90.73,1.13,0.58,0.088,0.1739,7.3861,0.0864,,,,,,,,21.37,59.91,2.75,7.56,0.15,0.075,15.38,,0,0,0,0,,0.057,0.27,0.04,0.01,0.12,0.1,0.008,0.01,0.1,0.0622,,6.6,3.16,15.1673,,,,0.1366,,,0.1231,,10.8045,,4.1031,,,,,22.1715,,,22.1715,,,62.6608,53.5709,9.0899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
